FinancialYear,Quarter,OrgCode,OrgName,Measure,Value
2022-2023,2,E38000185,NHS Mid and South Essex ICB - 07G,Number of maternities,427
2022-2023,2,E38000185,NHS Mid and South Essex ICB - 07G,Women known to be non-smokers at time of delivery,380
2022-2023,2,E38000185,NHS Mid and South Essex ICB - 07G,Women known to be smokers at time of delivery,45
2022-2023,2,E38000185,NHS Mid and South Essex ICB - 07G,Women whose smoking status was not known at time of delivery,2
2022-2023,2,E38000260,NHS Cambridgeshire and Peterborough ICB - 06H,Number of maternities,2333
2022-2023,2,E38000260,NHS Cambridgeshire and Peterborough ICB - 06H,Women known to be non-smokers at time of delivery,1991
2022-2023,2,E38000260,NHS Cambridgeshire and Peterborough ICB - 06H,Women known to be smokers at time of delivery,226
2022-2023,2,E38000260,NHS Cambridgeshire and Peterborough ICB - 06H,Women whose smoking status was not known at time of delivery,116
2022-2023,2,E38000068,NHS Cheshire and Merseyside ICB - 01F,Number of maternities,227
2022-2023,2,E38000068,NHS Cheshire and Merseyside ICB - 01F,Women known to be non-smokers at time of delivery,192
2022-2023,2,E38000068,NHS Cheshire and Merseyside ICB - 01F,Women known to be smokers at time of delivery,35
2022-2023,2,E38000068,NHS Cheshire and Merseyside ICB - 01F,Women whose smoking status was not known at time of delivery,0
2022-2023,2,E38000091,NHS Cheshire and Merseyside ICB - 01J,Number of maternities,508
2022-2023,2,E38000091,NHS Cheshire and Merseyside ICB - 01J,Women known to be non-smokers at time of delivery,436
2022-2023,2,E38000091,NHS Cheshire and Merseyside ICB - 01J,Women known to be smokers at time of delivery,70
2022-2023,2,E38000091,NHS Cheshire and Merseyside ICB - 01J,Women whose smoking status was not known at time of delivery,2
2022-2023,2,E38000101,NHS Cheshire and Merseyside ICB - 99A,Number of maternities,1330
2022-2023,2,E38000101,NHS Cheshire and Merseyside ICB - 99A,Women known to be non-smokers at time of delivery,1217
2022-2023,2,E38000101,NHS Cheshire and Merseyside ICB - 99A,Women known to be smokers at time of delivery,108
2022-2023,2,E38000101,NHS Cheshire and Merseyside ICB - 99A,Women whose smoking status was not known at time of delivery,5
2022-2023,2,E38000161,NHS Cheshire and Merseyside ICB - 01T,Number of maternities,420
2022-2023,2,E38000161,NHS Cheshire and Merseyside ICB - 01T,Women known to be non-smokers at time of delivery,374
2022-2023,2,E38000161,NHS Cheshire and Merseyside ICB - 01T,Women known to be smokers at time of delivery,41
2022-2023,2,E38000161,NHS Cheshire and Merseyside ICB - 01T,Women whose smoking status was not known at time of delivery,5
2022-2023,2,E38000170,NHS Cheshire and Merseyside ICB - 01V,Number of maternities,204
2022-2023,2,E38000170,NHS Cheshire and Merseyside ICB - 01V,Women known to be non-smokers at time of delivery,188
2022-2023,2,E38000170,NHS Cheshire and Merseyside ICB - 01V,Women known to be smokers at time of delivery,16
2022-2023,2,E38000170,NHS Cheshire and Merseyside ICB - 01V,Women whose smoking status was not known at time of delivery,0
2022-2023,2,E38000172,NHS Cheshire and Merseyside ICB - 01X,Number of maternities,476
2022-2023,2,E38000172,NHS Cheshire and Merseyside ICB - 01X,Women known to be non-smokers at time of delivery,420
2022-2023,2,E38000172,NHS Cheshire and Merseyside ICB - 01X,Women known to be smokers at time of delivery,54
2022-2023,2,E38000172,NHS Cheshire and Merseyside ICB - 01X,Women whose smoking status was not known at time of delivery,2
2022-2023,2,E38000194,NHS Cheshire and Merseyside ICB - 02E,Number of maternities,53
2022-2023,2,E38000194,NHS Cheshire and Merseyside ICB - 02E,Women known to be non-smokers at time of delivery,45
2022-2023,2,E38000194,NHS Cheshire and Merseyside ICB - 02E,Women known to be smokers at time of delivery,4
2022-2023,2,E38000194,NHS Cheshire and Merseyside ICB - 02E,Women whose smoking status was not known at time of delivery,4
2022-2023,2,E38000208,NHS Cheshire and Merseyside ICB - 12F,Number of maternities,729
2022-2023,2,E38000208,NHS Cheshire and Merseyside ICB - 12F,Women known to be non-smokers at time of delivery,643
2022-2023,2,E38000208,NHS Cheshire and Merseyside ICB - 12F,Women known to be smokers at time of delivery,76
2022-2023,2,E38000208,NHS Cheshire and Merseyside ICB - 12F,Women whose smoking status was not known at time of delivery,10
2022-2023,2,E38000233,NHS Cheshire and Merseyside ICB - 27D,Number of maternities,1662
2022-2023,2,E38000233,NHS Cheshire and Merseyside ICB - 27D,Women known to be non-smokers at time of delivery,1369
2022-2023,2,E38000233,NHS Cheshire and Merseyside ICB - 27D,Women known to be smokers at time of delivery,149
2022-2023,2,E38000233,NHS Cheshire and Merseyside ICB - 27D,Women whose smoking status was not known at time of delivery,144
2022-2023,2,E38000014,NHS Lancashire and South Cumbria ICB - 00Q,Number of maternities,485
2022-2023,2,E38000014,NHS Lancashire and South Cumbria ICB - 00Q,Women known to be non-smokers at time of delivery,426
2022-2023,2,E38000014,NHS Lancashire and South Cumbria ICB - 00Q,Women known to be smokers at time of delivery,58
2022-2023,2,E38000014,NHS Lancashire and South Cumbria ICB - 00Q,Women whose smoking status was not known at time of delivery,1
2022-2023,2,E38000015,NHS Lancashire and South Cumbria ICB - 00R,Number of maternities,420
2022-2023,2,E38000015,NHS Lancashire and South Cumbria ICB - 00R,Women known to be non-smokers at time of delivery,326
2022-2023,2,E38000015,NHS Lancashire and South Cumbria ICB - 00R,Women known to be smokers at time of delivery,92
2022-2023,2,E38000015,NHS Lancashire and South Cumbria ICB - 00R,Women whose smoking status was not known at time of delivery,2
2022-2023,2,E38000034,NHS Lancashire and South Cumbria ICB - 00X,Number of maternities,446
2022-2023,2,E38000034,NHS Lancashire and South Cumbria ICB - 00X,Women known to be non-smokers at time of delivery,362
2022-2023,2,E38000034,NHS Lancashire and South Cumbria ICB - 00X,Women known to be smokers at time of delivery,38
2022-2023,2,E38000034,NHS Lancashire and South Cumbria ICB - 00X,Women whose smoking status was not known at time of delivery,46
2022-2023,2,E38000050,NHS Lancashire and South Cumbria ICB - 01A,Number of maternities,1039
2022-2023,2,E38000050,NHS Lancashire and South Cumbria ICB - 01A,Women known to be non-smokers at time of delivery,904
2022-2023,2,E38000050,NHS Lancashire and South Cumbria ICB - 01A,Women known to be smokers at time of delivery,132
2022-2023,2,E38000050,NHS Lancashire and South Cumbria ICB - 01A,Women whose smoking status was not known at time of delivery,3
2022-2023,2,E38000200,NHS Lancashire and South Cumbria ICB - 02G,Number of maternities,233
2022-2023,2,E38000200,NHS Lancashire and South Cumbria ICB - 02G,Women known to be non-smokers at time of delivery,207
2022-2023,2,E38000200,NHS Lancashire and South Cumbria ICB - 02G,Women known to be smokers at time of delivery,25
2022-2023,2,E38000200,NHS Lancashire and South Cumbria ICB - 02G,Women whose smoking status was not known at time of delivery,1
2022-2023,2,E38000226,NHS Lancashire and South Cumbria ICB - 02M,Number of maternities,341
2022-2023,2,E38000226,NHS Lancashire and South Cumbria ICB - 02M,Women known to be non-smokers at time of delivery,293
2022-2023,2,E38000226,NHS Lancashire and South Cumbria ICB - 02M,Women known to be smokers at time of delivery,39
2022-2023,2,E38000226,NHS Lancashire and South Cumbria ICB - 02M,Women whose smoking status was not known at time of delivery,9
2022-2023,2,E38000227,NHS Lancashire and South Cumbria ICB - 01E,Number of maternities,570
2022-2023,2,E38000227,NHS Lancashire and South Cumbria ICB - 01E,Women known to be non-smokers at time of delivery,459
2022-2023,2,E38000227,NHS Lancashire and South Cumbria ICB - 01E,Women known to be smokers at time of delivery,45
2022-2023,2,E38000227,NHS Lancashire and South Cumbria ICB - 01E,Women whose smoking status was not known at time of delivery,66
2022-2023,2,E38000228,NHS Lancashire and South Cumbria ICB - 01K,Number of maternities,735
2022-2023,2,E38000228,NHS Lancashire and South Cumbria ICB - 01K,Women known to be non-smokers at time of delivery,660
2022-2023,2,E38000228,NHS Lancashire and South Cumbria ICB - 01K,Women known to be smokers at time of delivery,71
2022-2023,2,E38000228,NHS Lancashire and South Cumbria ICB - 01K,Women whose smoking status was not known at time of delivery,4
2022-2023,2,E38000016,NHS Greater Manchester ICB - 00T,Number of maternities,892
2022-2023,2,E38000016,NHS Greater Manchester ICB - 00T,Women known to be non-smokers at time of delivery,815
2022-2023,2,E38000016,NHS Greater Manchester ICB - 00T,Women known to be smokers at time of delivery,71
2022-2023,2,E38000016,NHS Greater Manchester ICB - 00T,Women whose smoking status was not known at time of delivery,6
2022-2023,2,E38000024,NHS Greater Manchester ICB - 00V,Number of maternities,490
2022-2023,2,E38000024,NHS Greater Manchester ICB - 00V,Women known to be non-smokers at time of delivery,388
2022-2023,2,E38000024,NHS Greater Manchester ICB - 00V,Women known to be smokers at time of delivery,25
2022-2023,2,E38000024,NHS Greater Manchester ICB - 00V,Women whose smoking status was not known at time of delivery,77
2022-2023,2,E38000080,NHS Greater Manchester ICB - 01D,Number of maternities,677
2022-2023,2,E38000080,NHS Greater Manchester ICB - 01D,Women known to be non-smokers at time of delivery,565
2022-2023,2,E38000080,NHS Greater Manchester ICB - 01D,Women known to be smokers at time of delivery,65
2022-2023,2,E38000080,NHS Greater Manchester ICB - 01D,Women whose smoking status was not known at time of delivery,47
2022-2023,2,E38000135,NHS Greater Manchester ICB - 00Y,Number of maternities,814
2022-2023,2,E38000135,NHS Greater Manchester ICB - 00Y,Women known to be non-smokers at time of delivery,730
2022-2023,2,E38000135,NHS Greater Manchester ICB - 00Y,Women known to be smokers at time of delivery,72
2022-2023,2,E38000135,NHS Greater Manchester ICB - 00Y,Women whose smoking status was not known at time of delivery,12
2022-2023,2,E38000143,NHS Greater Manchester ICB - 01G,Number of maternities,904
2022-2023,2,E38000143,NHS Greater Manchester ICB - 01G,Women known to be non-smokers at time of delivery,680
2022-2023,2,E38000143,NHS Greater Manchester ICB - 01G,Women known to be smokers at time of delivery,76
2022-2023,2,E38000143,NHS Greater Manchester ICB - 01G,Women whose smoking status was not known at time of delivery,148
2022-2023,2,E38000174,NHS Greater Manchester ICB - 01W,Number of maternities,749
2022-2023,2,E38000174,NHS Greater Manchester ICB - 01W,Women known to be non-smokers at time of delivery,688
2022-2023,2,E38000174,NHS Greater Manchester ICB - 01W,Women known to be smokers at time of delivery,59
2022-2023,2,E38000174,NHS Greater Manchester ICB - 01W,Women whose smoking status was not known at time of delivery,2
2022-2023,2,E38000187,NHS Greater Manchester ICB - 02A,Number of maternities,527
2022-2023,2,E38000187,NHS Greater Manchester ICB - 02A,Women known to be non-smokers at time of delivery,376
2022-2023,2,E38000187,NHS Greater Manchester ICB - 02A,Women known to be smokers at time of delivery,28
2022-2023,2,E38000187,NHS Greater Manchester ICB - 02A,Women whose smoking status was not known at time of delivery,123
2022-2023,2,E38000205,NHS Greater Manchester ICB - 02H,Number of maternities,718
2022-2023,2,E38000205,NHS Greater Manchester ICB - 02H,Women known to be non-smokers at time of delivery,642
2022-2023,2,E38000205,NHS Greater Manchester ICB - 02H,Women known to be smokers at time of delivery,69
2022-2023,2,E38000205,NHS Greater Manchester ICB - 02H,Women whose smoking status was not known at time of delivery,7
2022-2023,2,E38000217,NHS Greater Manchester ICB - 14L,Number of maternities,1795
2022-2023,2,E38000217,NHS Greater Manchester ICB - 14L,Women known to be non-smokers at time of delivery,1325
2022-2023,2,E38000217,NHS Greater Manchester ICB - 14L,Women known to be smokers at time of delivery,130
2022-2023,2,E38000217,NHS Greater Manchester ICB - 14L,Women whose smoking status was not known at time of delivery,340
2022-2023,2,E38000263,NHS Greater Manchester ICB - 01Y,Number of maternities,592
2022-2023,2,E38000263,NHS Greater Manchester ICB - 01Y,Women known to be non-smokers at time of delivery,493
2022-2023,2,E38000263,NHS Greater Manchester ICB - 01Y,Women known to be smokers at time of delivery,65
2022-2023,2,E38000263,NHS Greater Manchester ICB - 01Y,Women whose smoking status was not known at time of delivery,34
2022-2023,2,E38000028,NHS Staffordshire and Stoke-on-Trent ICB - 04Y,Number of maternities,245
2022-2023,2,E38000028,NHS Staffordshire and Stoke-on-Trent ICB - 04Y,Women known to be non-smokers at time of delivery,218
2022-2023,2,E38000028,NHS Staffordshire and Stoke-on-Trent ICB - 04Y,Women known to be smokers at time of delivery,27
2022-2023,2,E38000028,NHS Staffordshire and Stoke-on-Trent ICB - 04Y,Women whose smoking status was not known at time of delivery,0
2022-2023,2,E38000053,NHS Staffordshire and Stoke-on-Trent ICB - 05D,Number of maternities,378
2022-2023,2,E38000053,NHS Staffordshire and Stoke-on-Trent ICB - 05D,Women known to be non-smokers at time of delivery,337
2022-2023,2,E38000053,NHS Staffordshire and Stoke-on-Trent ICB - 05D,Women known to be smokers at time of delivery,41
2022-2023,2,E38000053,NHS Staffordshire and Stoke-on-Trent ICB - 05D,Women whose smoking status was not known at time of delivery,0
2022-2023,2,E38000126,NHS Staffordshire and Stoke-on-Trent ICB - 05G,Number of maternities,477
2022-2023,2,E38000126,NHS Staffordshire and Stoke-on-Trent ICB - 05G,Women known to be non-smokers at time of delivery,421
2022-2023,2,E38000126,NHS Staffordshire and Stoke-on-Trent ICB - 05G,Women known to be smokers at time of delivery,46
2022-2023,2,E38000126,NHS Staffordshire and Stoke-on-Trent ICB - 05G,Women whose smoking status was not known at time of delivery,10
2022-2023,2,E38000153,NHS Staffordshire and Stoke-on-Trent ICB - 05Q,Number of maternities,488
2022-2023,2,E38000153,NHS Staffordshire and Stoke-on-Trent ICB - 05Q,Women known to be non-smokers at time of delivery,441
2022-2023,2,E38000153,NHS Staffordshire and Stoke-on-Trent ICB - 05Q,Women known to be smokers at time of delivery,46
2022-2023,2,E38000153,NHS Staffordshire and Stoke-on-Trent ICB - 05Q,Women whose smoking status was not known at time of delivery,1
2022-2023,2,E38000173,NHS Staffordshire and Stoke-on-Trent ICB - 05V,Number of maternities,337
2022-2023,2,E38000173,NHS Staffordshire and Stoke-on-Trent ICB - 05V,Women known to be non-smokers at time of delivery,303
2022-2023,2,E38000173,NHS Staffordshire and Stoke-on-Trent ICB - 05V,Women known to be smokers at time of delivery,27
2022-2023,2,E38000173,NHS Staffordshire and Stoke-on-Trent ICB - 05V,Women whose smoking status was not known at time of delivery,7
2022-2023,2,E38000175,NHS Staffordshire and Stoke-on-Trent ICB - 05W,Number of maternities,835
2022-2023,2,E38000175,NHS Staffordshire and Stoke-on-Trent ICB - 05W,Women known to be non-smokers at time of delivery,715
2022-2023,2,E38000175,NHS Staffordshire and Stoke-on-Trent ICB - 05W,Women known to be smokers at time of delivery,107
2022-2023,2,E38000175,NHS Staffordshire and Stoke-on-Trent ICB - 05W,Women whose smoking status was not known at time of delivery,13
2022-2023,2,E38000257,"NHS Shropshire, Telford and Wrekin ICB - M2L0M",Number of maternities,1139
2022-2023,2,E38000257,"NHS Shropshire, Telford and Wrekin ICB - M2L0M",Women known to be non-smokers at time of delivery,1004
2022-2023,2,E38000257,"NHS Shropshire, Telford and Wrekin ICB - M2L0M",Women known to be smokers at time of delivery,134
2022-2023,2,E38000257,"NHS Shropshire, Telford and Wrekin ICB - M2L0M",Women whose smoking status was not known at time of delivery,1
2022-2023,2,E38000238,NHS Lincolnshire ICB - 71E,Number of maternities,1574
2022-2023,2,E38000238,NHS Lincolnshire ICB - 71E,Women known to be non-smokers at time of delivery,1313
2022-2023,2,E38000238,NHS Lincolnshire ICB - 71E,Women known to be smokers at time of delivery,224
2022-2023,2,E38000238,NHS Lincolnshire ICB - 71E,Women whose smoking status was not known at time of delivery,37
2022-2023,2,E38000051,"NHS Leicester, Leicestershire and Rutland ICB - 03W",Number of maternities,634
2022-2023,2,E38000051,"NHS Leicester, Leicestershire and Rutland ICB - 03W",Women known to be non-smokers at time of delivery,468
2022-2023,2,E38000051,"NHS Leicester, Leicestershire and Rutland ICB - 03W",Women known to be smokers at time of delivery,166
2022-2023,2,E38000051,"NHS Leicester, Leicestershire and Rutland ICB - 03W",Women whose smoking status was not known at time of delivery,0
2022-2023,2,E38000097,"NHS Leicester, Leicestershire and Rutland ICB - 04C",Number of maternities,1129
2022-2023,2,E38000097,"NHS Leicester, Leicestershire and Rutland ICB - 04C",Women known to be non-smokers at time of delivery,885
2022-2023,2,E38000097,"NHS Leicester, Leicestershire and Rutland ICB - 04C",Women known to be smokers at time of delivery,244
2022-2023,2,E38000097,"NHS Leicester, Leicestershire and Rutland ICB - 04C",Women whose smoking status was not known at time of delivery,0
2022-2023,2,E38000201,"NHS Leicester, Leicestershire and Rutland ICB - 04V",Number of maternities,623
2022-2023,2,E38000201,"NHS Leicester, Leicestershire and Rutland ICB - 04V",Women known to be non-smokers at time of delivery,460
2022-2023,2,E38000201,"NHS Leicester, Leicestershire and Rutland ICB - 04V",Women known to be smokers at time of delivery,163
2022-2023,2,E38000201,"NHS Leicester, Leicestershire and Rutland ICB - 04V",Women whose smoking status was not known at time of delivery,0
2022-2023,2,E38000251,NHS Coventry and Warwickshire ICB - B2M3M,Number of maternities,2468
2022-2023,2,E38000251,NHS Coventry and Warwickshire ICB - B2M3M,Women known to be non-smokers at time of delivery,2158
2022-2023,2,E38000251,NHS Coventry and Warwickshire ICB - B2M3M,Women known to be smokers at time of delivery,207
2022-2023,2,E38000251,NHS Coventry and Warwickshire ICB - B2M3M,Women whose smoking status was not known at time of delivery,103
2022-2023,2,E38000236,NHS Herefordshire and Worcestershire ICB - 18C,Number of maternities,1767
2022-2023,2,E38000236,NHS Herefordshire and Worcestershire ICB - 18C,Women known to be non-smokers at time of delivery,1598
2022-2023,2,E38000236,NHS Herefordshire and Worcestershire ICB - 18C,Women known to be smokers at time of delivery,154
2022-2023,2,E38000236,NHS Herefordshire and Worcestershire ICB - 18C,Women whose smoking status was not known at time of delivery,15
2022-2023,2,E38000258,NHS Birmingham and Solihull ICB - 15E,Number of maternities,4365
2022-2023,2,E38000258,NHS Birmingham and Solihull ICB - 15E,Women known to be non-smokers at time of delivery,4039
2022-2023,2,E38000258,NHS Birmingham and Solihull ICB - 15E,Women known to be smokers at time of delivery,295
2022-2023,2,E38000258,NHS Birmingham and Solihull ICB - 15E,Women whose smoking status was not known at time of delivery,31
2022-2023,2,E38000261,NHS Derby and Derbyshire ICB - 15M,Number of maternities,2453
2022-2023,2,E38000261,NHS Derby and Derbyshire ICB - 15M,Women known to be non-smokers at time of delivery,2160
2022-2023,2,E38000261,NHS Derby and Derbyshire ICB - 15M,Women known to be smokers at time of delivery,284
2022-2023,2,E38000261,NHS Derby and Derbyshire ICB - 15M,Women whose smoking status was not known at time of delivery,9
2022-2023,2,E38000262,NHS Northamptonshire ICB - 78H,Number of maternities,2038
2022-2023,2,E38000262,NHS Northamptonshire ICB - 78H,Women known to be non-smokers at time of delivery,1800
2022-2023,2,E38000262,NHS Northamptonshire ICB - 78H,Women known to be smokers at time of delivery,223
2022-2023,2,E38000262,NHS Northamptonshire ICB - 78H,Women whose smoking status was not known at time of delivery,15
2022-2023,2,E38000008,NHS Nottingham and Nottinghamshire ICB - 02Q,Number of maternities,258
2022-2023,2,E38000008,NHS Nottingham and Nottinghamshire ICB - 02Q,Women known to be non-smokers at time of delivery,224
2022-2023,2,E38000008,NHS Nottingham and Nottinghamshire ICB - 02Q,Women known to be smokers at time of delivery,23
2022-2023,2,E38000008,NHS Nottingham and Nottinghamshire ICB - 02Q,Women whose smoking status was not known at time of delivery,11
2022-2023,2,E38000243,NHS Nottingham and Nottinghamshire ICB - 52R,Number of maternities,2393
2022-2023,2,E38000243,NHS Nottingham and Nottinghamshire ICB - 52R,Women known to be non-smokers at time of delivery,2076
2022-2023,2,E38000243,NHS Nottingham and Nottinghamshire ICB - 52R,Women known to be smokers at time of delivery,280
2022-2023,2,E38000243,NHS Nottingham and Nottinghamshire ICB - 52R,Women whose smoking status was not known at time of delivery,37
2022-2023,2,E38000259,NHS Black Country ICB - D2P2L,Number of maternities,3734
2022-2023,2,E38000259,NHS Black Country ICB - D2P2L,Women known to be non-smokers at time of delivery,3376
2022-2023,2,E38000259,NHS Black Country ICB - D2P2L,Women known to be smokers at time of delivery,346
2022-2023,2,E38000259,NHS Black Country ICB - D2P2L,Women whose smoking status was not known at time of delivery,12
2022-2023,2,E38000127,NHS North East and North Cumbria ICB - 99C,Number of maternities,467
2022-2023,2,E38000127,NHS North East and North Cumbria ICB - 99C,Women known to be non-smokers at time of delivery,405
2022-2023,2,E38000127,NHS North East and North Cumbria ICB - 99C,Women known to be smokers at time of delivery,51
2022-2023,2,E38000127,NHS North East and North Cumbria ICB - 99C,Women whose smoking status was not known at time of delivery,11
2022-2023,2,E38000130,NHS North East and North Cumbria ICB - 00L,Number of maternities,603
2022-2023,2,E38000130,NHS North East and North Cumbria ICB - 00L,Women known to be non-smokers at time of delivery,496
2022-2023,2,E38000130,NHS North East and North Cumbria ICB - 00L,Women known to be smokers at time of delivery,69
2022-2023,2,E38000130,NHS North East and North Cumbria ICB - 00L,Women whose smoking status was not known at time of delivery,38
2022-2023,2,E38000163,NHS North East and North Cumbria ICB - 00N,Number of maternities,376
2022-2023,2,E38000163,NHS North East and North Cumbria ICB - 00N,Women known to be non-smokers at time of delivery,329
2022-2023,2,E38000163,NHS North East and North Cumbria ICB - 00N,Women known to be smokers at time of delivery,47
2022-2023,2,E38000163,NHS North East and North Cumbria ICB - 00N,Women whose smoking status was not known at time of delivery,0
2022-2023,2,E38000176,NHS North East and North Cumbria ICB - 00P,Number of maternities,631
2022-2023,2,E38000176,NHS North East and North Cumbria ICB - 00P,Women known to be non-smokers at time of delivery,557
2022-2023,2,E38000176,NHS North East and North Cumbria ICB - 00P,Women known to be smokers at time of delivery,74
2022-2023,2,E38000176,NHS North East and North Cumbria ICB - 00P,Women whose smoking status was not known at time of delivery,0
2022-2023,2,E38000212,NHS North East and North Cumbria ICB - 13T,Number of maternities,1238
2022-2023,2,E38000212,NHS North East and North Cumbria ICB - 13T,Women known to be non-smokers at time of delivery,1095
2022-2023,2,E38000212,NHS North East and North Cumbria ICB - 13T,Women known to be smokers at time of delivery,143
2022-2023,2,E38000212,NHS North East and North Cumbria ICB - 13T,Women whose smoking status was not known at time of delivery,0
2022-2023,2,E38000215,NHS North East and North Cumbria ICB - 01H,Number of maternities,669
2022-2023,2,E38000215,NHS North East and North Cumbria ICB - 01H,Women known to be non-smokers at time of delivery,593
2022-2023,2,E38000215,NHS North East and North Cumbria ICB - 01H,Women known to be smokers at time of delivery,75
2022-2023,2,E38000215,NHS North East and North Cumbria ICB - 01H,Women whose smoking status was not known at time of delivery,1
2022-2023,2,E38000234,NHS North East and North Cumbria ICB - 84H,Number of maternities,1122
2022-2023,2,E38000234,NHS North East and North Cumbria ICB - 84H,Women known to be non-smokers at time of delivery,957
2022-2023,2,E38000234,NHS North East and North Cumbria ICB - 84H,Women known to be smokers at time of delivery,152
2022-2023,2,E38000234,NHS North East and North Cumbria ICB - 84H,Women whose smoking status was not known at time of delivery,13
2022-2023,2,E38000247,NHS North East and North Cumbria ICB - 16C,Number of maternities,1757
2022-2023,2,E38000247,NHS North East and North Cumbria ICB - 16C,Women known to be non-smokers at time of delivery,1510
2022-2023,2,E38000247,NHS North East and North Cumbria ICB - 16C,Women known to be smokers at time of delivery,246
2022-2023,2,E38000247,NHS North East and North Cumbria ICB - 16C,Women whose smoking status was not known at time of delivery,1
2022-2023,2,E38000052,NHS Humber and North Yorkshire ICB - 02Y,Number of maternities,577
2022-2023,2,E38000052,NHS Humber and North Yorkshire ICB - 02Y,Women known to be non-smokers at time of delivery,506
2022-2023,2,E38000052,NHS Humber and North Yorkshire ICB - 02Y,Women known to be smokers at time of delivery,71
2022-2023,2,E38000052,NHS Humber and North Yorkshire ICB - 02Y,Women whose smoking status was not known at time of delivery,0
2022-2023,2,E38000085,NHS Humber and North Yorkshire ICB - 03F,Number of maternities,789
2022-2023,2,E38000085,NHS Humber and North Yorkshire ICB - 03F,Women known to be non-smokers at time of delivery,652
2022-2023,2,E38000085,NHS Humber and North Yorkshire ICB - 03F,Women known to be smokers at time of delivery,137
2022-2023,2,E38000085,NHS Humber and North Yorkshire ICB - 03F,Women whose smoking status was not known at time of delivery,0
2022-2023,2,E38000119,NHS Humber and North Yorkshire ICB - 03H,Number of maternities,415
2022-2023,2,E38000119,NHS Humber and North Yorkshire ICB - 03H,Women known to be non-smokers at time of delivery,341
2022-2023,2,E38000119,NHS Humber and North Yorkshire ICB - 03H,Women known to be smokers at time of delivery,74
2022-2023,2,E38000119,NHS Humber and North Yorkshire ICB - 03H,Women whose smoking status was not known at time of delivery,0
2022-2023,2,E38000122,NHS Humber and North Yorkshire ICB - 03K,Number of maternities,383
2022-2023,2,E38000122,NHS Humber and North Yorkshire ICB - 03K,Women known to be non-smokers at time of delivery,320
2022-2023,2,E38000122,NHS Humber and North Yorkshire ICB - 03K,Women known to be smokers at time of delivery,62
2022-2023,2,E38000122,NHS Humber and North Yorkshire ICB - 03K,Women whose smoking status was not known at time of delivery,1
2022-2023,2,E38000188,NHS Humber and North Yorkshire ICB - 03Q,Number of maternities,759
2022-2023,2,E38000188,NHS Humber and North Yorkshire ICB - 03Q,Women known to be non-smokers at time of delivery,693
2022-2023,2,E38000188,NHS Humber and North Yorkshire ICB - 03Q,Women known to be smokers at time of delivery,63
2022-2023,2,E38000188,NHS Humber and North Yorkshire ICB - 03Q,Women whose smoking status was not known at time of delivery,3
2022-2023,2,E38000241,NHS Humber and North Yorkshire ICB - 42D,Number of maternities,802
2022-2023,2,E38000241,NHS Humber and North Yorkshire ICB - 42D,Women known to be non-smokers at time of delivery,731
2022-2023,2,E38000241,NHS Humber and North Yorkshire ICB - 42D,Women known to be smokers at time of delivery,68
2022-2023,2,E38000241,NHS Humber and North Yorkshire ICB - 42D,Women whose smoking status was not known at time of delivery,3
2022-2023,2,E38000025,NHS West Yorkshire ICB - 02T,Number of maternities,500
2022-2023,2,E38000025,NHS West Yorkshire ICB - 02T,Women known to be non-smokers at time of delivery,438
2022-2023,2,E38000025,NHS West Yorkshire ICB - 02T,Women known to be smokers at time of delivery,59
2022-2023,2,E38000025,NHS West Yorkshire ICB - 02T,Women whose smoking status was not known at time of delivery,3
2022-2023,2,E38000190,NHS West Yorkshire ICB - 03R,Number of maternities,901
2022-2023,2,E38000190,NHS West Yorkshire ICB - 03R,Women known to be non-smokers at time of delivery,774
2022-2023,2,E38000190,NHS West Yorkshire ICB - 03R,Women known to be smokers at time of delivery,122
2022-2023,2,E38000190,NHS West Yorkshire ICB - 03R,Women whose smoking status was not known at time of delivery,5
2022-2023,2,E38000225,NHS West Yorkshire ICB - 15F,Number of maternities,811
2022-2023,2,E38000225,NHS West Yorkshire ICB - 15F,Women known to be non-smokers at time of delivery,694
2022-2023,2,E38000225,NHS West Yorkshire ICB - 15F,Women known to be smokers at time of delivery,87
2022-2023,2,E38000225,NHS West Yorkshire ICB - 15F,Women whose smoking status was not known at time of delivery,30
2022-2023,2,E38000232,NHS West Yorkshire ICB - 36J,Number of maternities,416
2022-2023,2,E38000232,NHS West Yorkshire ICB - 36J,Women known to be non-smokers at time of delivery,372
2022-2023,2,E38000232,NHS West Yorkshire ICB - 36J,Women known to be smokers at time of delivery,39
2022-2023,2,E38000232,NHS West Yorkshire ICB - 36J,Women whose smoking status was not known at time of delivery,5
2022-2023,2,E38000254,NHS West Yorkshire ICB - X2C4Y,Number of maternities,1033
2022-2023,2,E38000254,NHS West Yorkshire ICB - X2C4Y,Women known to be non-smokers at time of delivery,938
2022-2023,2,E38000254,NHS West Yorkshire ICB - X2C4Y,Women known to be smokers at time of delivery,91
2022-2023,2,E38000254,NHS West Yorkshire ICB - X2C4Y,Women whose smoking status was not known at time of delivery,4
2022-2023,2,E38000006,NHS South Yorkshire ICB - 02P,Number of maternities,770
2022-2023,2,E38000006,NHS South Yorkshire ICB - 02P,Women known to be non-smokers at time of delivery,675
2022-2023,2,E38000006,NHS South Yorkshire ICB - 02P,Women known to be smokers at time of delivery,95
2022-2023,2,E38000006,NHS South Yorkshire ICB - 02P,Women whose smoking status was not known at time of delivery,0
